1	で	ょ	『	ん	A	グ	B	ジグ	<	<	ここ	で	、	も	xy	P2,	Pa)	は	3	も	9	れる	3	和	品	上	の	名	で
5	1	35	1	3	21	1437	2785	38	50	77	《
5	1	35	1	3	22	1504	2783	37	45	84	%
2	1	36	0	0	0	33	2353	2059	123	-1	
3	1	36	1	0	0	33	2353	2059	123	-1	
4	1	36	1	1	0	33	2353	2059	123	-1	
5	1	36	1	1	1	33	2353	2059	123	95	 
2	1	37	0	0	0	48	2710	2044	120	-1	
3	1	37	1	0	0	48	2710	2044	120	-1	
4	1	37	1	1	0	48	2710	2044	120	-1	
5	1	37	1	1	1	48	2710	2044	120	95	 
2	1	38	0	0	0	81	2921	2001	277	-1	
3	1	38	1	0	0	81	2921	2001	277	-1	
4	1	38	1	1	0	81	2921	1733	61	-1	
5	1	38	1	1	1	81	2927	21	50	35	りり
5	1	38	1	1	2	169	2949	20	23	60	ム
5	1	38	1	1	3	209	2952	20	25	86	x
5	1	38	1	1	4	261	2944	13	25	86	キ
5	1	38	1	1	5	308	2933	105	41	92	ルッ
5	1	38	1	1	6	399	2917	46	69	30	1
5	1	38	1	1	7	451	2941	15	29	70	て
5	1	38	1	1	8	491	2922	122	48	87	を
5	1	38	1	1	9	548	2917	30	69	76	=
5	1	38	1	1	10	577	2917	81	69	28	ニオ
5	1	38	1	1	11	656	2922	101	51	82	で
5	1	38	1	1	12	777	2934	11	29	95	を
5	1	38	1	1	13	812	2925	331	57	54	れる
5	1	38	1	1	14	905	2917	52	69	65	ギ
5	1	38	1	1	15	956	2917	70	69	24	宙
5	1	38	1	1	16	1025	2917	59	69	22	jc
5	1	38	1	1	17	1083	2917	35	69	53	に
5	1	38	1	1	18	1117	2917	84	69	30	竹下
5	1	38	1	1	19	1221	2923	98	51	54	な
5	1	38	1	1	20	1319	2925	91	45	0	北
5	1	38	1	1	21	1412	2932	45	42	46	ベク
5	1	38	1	1	22	1485	2926	62	38	89	トル
5	1	38	1	1	23	1572	2926	52	39	78	を
5	1	38	1	1	24	1623	2921	53	40	39	ポ
5	1	38	1	1	25	1696	2927	31	34	72	の
5	1	38	1	1	26	1749	2931	19	30	56	と
5	1	38	1	1	27	1784	2935	30	33	56	。
4	1	38	1	2	0	133	2956	1949	97	-1	
5	1	38	1	2	1	133	2996	51	46	38	人
5	1	38	1	2	2	226	3000	1	47	38	)
5	1	38	1	2	3	256	3000	19	40	46	ギ
5	1	38	1	2	4	275	2984	31	73	41	キ
5	1	38	1	2	5	305	2996	39	51	29	箇
5	1	38	1	2	6	363	2999	25	42	0	%
5	1	38	1	2	7	433	2996	68	47	0	欧
5	1	38	1	2	8	533	2996	283	45	0	322
5	1	38	1	2	9	627	2984	50	73	85	の
5	1	38	1	2	10	676	2984	37	73	90	で
5	1	38	1	2	11	713	2984	67	73	95	2
5	1	38	1	2	12	779	2984	68	73	16	し
5	1	38	1	2	13	846	3002	56	43	74	4
5	1	38	1	2	14	905	2988	64	62	28	遂
5	1	38	1	2	15	974	2995	44	50	0	用
5	1	38	1	2	16	1025	3001	59	49	7	ん
5	1	38	1	2	17	1089	2998	62	51	0	惨
5	1	38	1	2	18	1171	3035	10	13	0	あ
5	1	38	1	2	19	1205	3000	68	47	0	多
5	1	38	1	2	20	1284	3002	22	38	0	料
5	1	38	1	2	21	1339	2998	50	42	63	て
5	1	38	1	2	22	1394	2994	243	59	0	反する
5	1	38	1	2	23	1564	2984	38	73	0	、
5	1	38	1	2	24	1601	2984	37	73	92	を
5	1	38	1	2	25	1683	2995	55	52	21	た
5	1	38	1	2	26	1805	2956	63	91	39	5.
5	1	38	1	2	27	1897	2989	51	53	33	万
5	1	38	1	2	28	1989	3001	27	32	92	て
5	1	38	1	2	29	2020	2990	16	61	27	#
5	1	38	1	2	30	2035	2999	10	44	53	す
5	1	38	1	2	31	2065	3002	17	33	72	8
4	1	38	1	3	0	249	3050	1383	77	-1	
5	1	38	1	3	1	249	3062	395	64	53	Aa-
5	1	38	1	3	2	388	3052	78	78	59	(4
5	1	38	1	3	3	505	3062	139	64	59	6.5),
5	1	38	1	3	4	708	3064	84	56	11	Ag-
5	1	38	1	3	5	840	3056	287	69	58	(0.
5	1	38	1	3	6	960	3052	33	78	0	す
5	1	38	1	3	7	992	3052	33	78	47	,
5	1	38	1	3	8	1038	3052	91	78	55	05),
5	1	38	1	3	9	1197	3065	58	51	48	AA
5	1	38	1	3	10	1290	3086	13	12	62	ょ
5	1	38	1	3	11	1302	3050	33	77	50	>
5	1	38	1	3	12	1360	3050	155	77	24	(6.0、
5	1	38	1	3	13	1554	3054	35	68	87	そ
5	1	38	1	3	14	1620	3056	12	49	46	)
4	1	38	1	4	0	254	3125	1599	73	-1	
5	1	38	1	4	1	254	3142	90	48	91	で
5	1	38	1	4	2	368	3144	25	43	0	人
5	1	38	1	4	3	409	3168	7	20	0	放
5	1	38	1	4	4	492	3156	1	21	32	こ
5	1	38	1	4	5	521	3174	9	4	46	こく
5	1	38	1	4	6	576	3140	93	58	13	で)
5	1	38	1	4	7	709	3140	59	58	7	Ak
5	1	38	1	4	8	797	3143	23	40	0	ぁ
5	1	38	1	4	9	842	3132	57	63	30	具
5	1	38	1	4	10	902	3129	68	61	30	浴
5	1	38	1	4	11	997	3150	9	33	45	て
5	1	38	1	4	12	1005	3125	44	73	96	し
5	1	38	1	4	13	1048	3148	18	39	94	て
5	1	38	1	4	14	1127	3135	67	62	69	パク
5	1	38	1	4	15	1207	3138	17	42	81	ト
5	1	38	1	4	16	1240	3140	38	38	25	/C
5	1	38	1	4	17	1317	3138	73	49	33	/A
5	1	38	1	4	18	1433	3135	59	48	23	月
5	1	38	1	4	19	1491	3131	32	63	53	を
5	1	38	1	4	20	1531	3139	52	40	6	JJ
5	1	38	1	4	21	1603	3139	63	37	0	下
5	1	38	1	4	22	1675	3138	12	35	90	て
5	1	38	1	4	23	1712	3139	21	31	75	す
5	1	38	1	4	24	1760	3145	21	24	0	ぇ
5	1	38	1	4	25	1823	3138	30	29	56	Z
	
13	31	69	71	71	60	76	61	41	69	85	3	84	74	40	0	0	49	78	67	55	72	41	63	59	0	78	96	71	0	
